symbol,window_index,p99_upper,p95_upper,p90_upper,placebo_mean,p90_lower,p95_lower,p99_lower,n,actual_median_abs_price_change
DGS1,9,0.36999999999999966,0.3150000000000004,0.28500000000000014,0.17284600000000003,0.08999999999999986,0.08000000000000007,0.0699999999999994,5000,0.21499999999999986
DGS1,10,0.3699999999999992,0.33000000000000007,0.2999999999999998,0.18163000000000004,0.09000000000000075,0.08499999999999996,0.06999999999999984,5000,0.19999999999999973
DGS1,11,0.37002500000000066,0.33999999999999986,0.3099999999999996,0.18718600000000005,0.09999999999999964,0.08999999999999986,0.07000000000000028,5000,0.2250000000000001
DGS1,12,0.3799999999999999,0.33999999999999986,0.31499999999999995,0.19233500000000003,0.10500000000000044,0.0950000000000002,0.07000000000000028,5000,0.1900000000000004
DGS1,13,0.38002500000000133,0.3501249999999987,0.33000000000000007,0.19834700000000002,0.11000000000000032,0.09999999999999964,0.06999999999999984,5000,0.20000000000000018
DGS1,14,0.3999999999999999,0.35999999999999943,0.33999999999999986,0.20145500000000002,0.11000000000000032,0.09999999999999964,0.08000000000000007,5000,0.20999999999999996
DGS1,15,0.4000000000000003,0.3700000000000001,0.34000000000000075,0.20289800000000002,0.1150000000000002,0.10000000000000052,0.08000000000000007,5000,0.20500000000000007
DGS10,-15,0,0,0,0,0,0,0,5000,0
DGS10,-14,0.08000000000000007,0.07000000000000028,0.06500000000000039,0.04382300000000005,0.02500000000000035,0.02000000000000046,0.01999999999999979,5000,0.02500000000000013
DGS10,-13,0.1100000000000001,0.09999999999999964,0.0900000000000003,0.06172699999999999,0.03500000000000014,0.03000000000000025,0.02999999999999936,5000,0.054999999999999716
DGS10,-12,0.1299999999999999,0.11499999999999976,0.10999999999999945,0.07167899999999998,0.04000000000000003,0.03500000000000014,0.0299999999999998,5000,0.039999999999999813
DGS10,-11,0.15000000000000013,0.13000000000000034,0.125,0.08662899999999996,0.05000000000000071,0.04999999999999982,0.04000000000000003,5000,0.050000000000000266
